ID,title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
166,"Battle of Shaker Heights, The",2000s,90,1000000,6,854,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,0,1,1,0,1,0
167,Battlefield Earth: A Saga of the Year 3000,2000s,119,73000000,2.4,14970,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
168,Be Cool,2000s,118,53000000,5.5,4560,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG-13,0,0,1,0,0,0,0
169,"Beach, The",2000s,119,50000000,5.8,15020,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
170,Bean,1990s,90,22000000,5.4,9018,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
171,Beat the Devil,1950s,100,1000000,6.6,1034,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,1,0
172,Beautiful,2000s,112,9000000,5.3,991,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,0,0
173,"Beautiful Mind, A",2000s,135,60000000,7.8,43291,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,PG-13,0,0,0,1,0,0,0
174,Beavis and Butt-Head Do America,1990s,81,12000000,6.2,9491,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,1,1,0,0,0,0
175,Becket,1960s,148,3000000,8,1538,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
176,Bedazzled,2000s,93,48000000,5.9,11439,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
177,Bedknobs and Broomsticks,1970s,139,20000000,6.5,2614,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,1,0,0,0,0,0
178,Beetle Juice,1980s,92,15000000,7.1,20966,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,1,0,0,0,0
179,Before Sunrise,1990s,105,2500000,7.8,9618,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,0,1,0,1,0
180,Before Sunset,2000s,80,10000000,8.3,8789,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,R,0,0,0,1,0,1,0
181,Behind Enemy Lines,2000s,106,40000000,6.1,10856,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,1,0,0,0
182,Being Human,1990s,122,30000000,4.8,966,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,1,0,0,0
183,Being John Malkovich,1990s,113,13000000,7.9,55079,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,0,1,1,0,0,0
184,Being Julia,2000s,104,18000000,7.2,1671,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0
185,Belly,1990s,96,10000000,4.5,1034,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0
186,Belly of the Beast,2000s,91,18000000,4.2,638,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,R,1,0,0,0,0,0,0
187,Beloved,1990s,172,53000000,5.6,1934,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0
188,Ben-Hur,1920s,151,3900000,8,848,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,1,0
189,Ben-Hur,1950s,214,15000000,8.1,21031,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,1,0,0,1,0,1,0
190,Beneath the Planet of the Apes,1970s,95,3000000,5.8,3568,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
191,Benji,1970s,86,500000,5.7,679,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
192,Beowulf,1990s,99,20000000,3.7,2058,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0
193,Best Laid Plans,1990s,92,7000000,6.3,1795,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
194,"Best Years of Our Lives, The",1940s,172,2100000,8.4,6138,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,0,1,0,1,0
195,Best in Show,2000s,90,6000000,7.5,11790,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,14.5,PG-13,0,0,1,0,0,0,0
196,Better Luck Tomorrow,2000s,98,250000,7.3,2697,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
197,Beverly Hills Cop,1980s,105,15000000,7.1,16360,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,1,0,1,0,0,0,0
198,Beverly Hills Cop II,1980s,100,20000000,5.8,10446,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,,1,0,1,0,0,0,0
199,Beverly Hills Cop III,1990s,104,50000000,4.7,6519,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,1,0,1,0,0,0,0
200,Beyond Borders,2000s,127,35000000,5.4,1905,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,R,0,0,0,1,0,1,0
201,Beyond Rangoon,1990s,100,23000000,6.4,1285,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0
202,Beyond Re-Animator,2000s,96,3000000,6.1,908,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,0,0
203,Beyond the Mat,1990s,108,500000,7.3,2243,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,0,1,0,0
204,Beyond the Sea,2000s,118,24000000,6.7,1051,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,PG-13,0,0,0,1,0,0,0
205,Beyond the Valley of the Dolls,1970s,111,900000,5.4,1575,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,,0,0,1,1,0,0,0
206,Bicentennial Man,1990s,132,100000000,6.2,8925,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG,0,0,0,1,0,1,0
207,Big,1980s,104,18000000,7.2,18660,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,1,0,0,0,0
208,"Big Bounce, The",2000s,88,50000000,4.7,2505,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
209,Big Bully,1990s,90,15000000,4.2,781,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG,0,0,1,1,0,0,0
210,Big Daddy,1990s,93,34200000,5.9,18258,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
211,Big Fat Liar,2000s,88,15000000,5.5,2453,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,PG,0,0,1,0,0,0,0
212,Big Fish,2000s,125,70000000,8.1,31525,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,PG-13,0,0,1,1,0,0,0
213,"Big Hit, The",1990s,91,13000000,5.7,6206,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,1,0,1,0,0,0,0
214,"Big Lebowski, The",1990s,117,15000000,8,50179,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,R,0,0,1,0,0,0,0
215,Big Momma's House,2000s,98,30000000,4.7,7509,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
216,"Big Picture, The",1980s,100,5000000,6.4,1124,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,1,0
217,"Big Tease, The",1990s,86,4000000,6.1,670,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,R,0,0,1,0,0,0,0
218,Big Trouble,2000s,85,40000000,6.4,4088,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
219,Big Trouble in Little China,1980s,99,25000000,6.7,10803,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,1,0,1,0,0,0,0
220,Big Wednesday,1970s,120,11000000,6.6,819,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,1,0,0,0
221,Bill & Ted's Bogus Journey,1990s,93,20000000,5.6,8152,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
222,Bill & Ted's Excellent Adventure,1980s,90,10000000,6.6,12277,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
223,Billy Elliot,2000s,110,5000000,7.7,16725,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,1,0,0,0
224,Billy Jack,1970s,114,800000,5.5,994,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,,1,0,0,1,0,0,0
225,Bird,1980s,161,9000000,7.1,1243,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
226,"Birds, The",1960s,119,2500000,7.8,20072,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
227,Birth,2000s,100,20000000,6,2600,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,1,0
228,"Birth of a Nation, The",1910s,125,110000,7.1,2617,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
229,Birthday Girl,2000s,93,13000000,6.1,5340,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,1,0
230,"Black Cat, The",1930s,65,95745,7.2,788,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,0,0,0,0
231,"Black Cauldron, The",1980s,80,44000000,6.2,1895,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,1,0,0,0,0,0
232,Black Hawk Down,2000s,142,90000000,7.6,32530,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,1,0,0,1,0,0,0
233,"Black Hole, The",1970s,98,18500000,5.4,3425,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
234,Black Knight,2000s,95,50000000,4.1,3822,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
235,Black Rain,1980s,125,14000000,6.3,5636,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,1,0,0,0
236,"Black Stallion, The",1970s,118,2700000,7,1822,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
237,Black and White,1990s,98,10000000,5.2,1699,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
238,Blade,1990s,110,45000000,6.8,24372,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,1,0,0,0,0,0,0
239,Blade II,2000s,108,55000000,6.6,17139,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,1,0,0,0,0,0,0
240,Blade Runner,1980s,117,28000000,8.2,74749,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,1,0,0,1,0,0,0
241,Blade: Trinity,2000s,124,65000000,5.7,7439,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,1,0,0,0,0,0,0
242,"Blair Witch Project, The",1990s,86,35000,6.1,39814,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,R,0,0,0,0,0,0,0
243,Blast from the Past,1990s,112,35000000,6.4,9483,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,1,0
244,Blazing Saddles,1970s,93,2600000,7.7,17166,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
245,Bless the Child,2000s,107,40000000,5,3814,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
246,Blind Horizon,2000s,99,5100000,5.5,801,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
247,Blink,1990s,106,11000000,6.1,1517,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
248,"Blob, The",1950s,82,240000,6,2143,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
249,"Blob, The",1980s,95,9000000,5.5,2484,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
250,Blood Work,2000s,110,50000000,6.3,5965,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
251,Blood and Wine,1990s,101,26000000,6,2134,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
252,Bloody Sunday,2000s,107,5000000,7.6,2388,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,R,0,0,0,1,0,0,0
253,Blow,2000s,124,30000000,7.1,18670,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
254,Blow Out,1980s,108,18000000,7,3563,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
255,Blowup,1960s,111,1800000,7.4,4194,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
256,Blue Crush,2000s,104,30000000,5.7,4791,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,1,0
257,"Blue Lagoon, The",1980s,104,4500000,4.7,4324,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,1,0
258,Blue Streak,1990s,93,36000000,5.8,7952,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,1,0,0,0,0
259,Blue Velvet,1980s,120,6000000,7.7,18756,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
260,Blue in the Face,1990s,83,2000000,6.4,2306,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,1,0,0,0,0
261,Blues Brothers 2000,1990s,123,28000000,4.5,5267,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
262,"Blues Brothers, The",1980s,148,27000000,7.7,28964,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,1,0,1,0,0,0,0
263,Boat Trip,2000s,97,20000000,4.5,2991,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0
264,Body Double,1980s,114,10000000,6.3,3543,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
265,Body of Evidence,1990s,102,30000000,4.1,2625,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,1,0
266,Bogus,1990s,110,32000000,5,1007,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,PG,0,0,1,1,0,0,0
267,Boiler Room,2000s,118,9000000,6.8,8586,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,1,0,0,0
268,Bon voyage,2000s,115,20000000,7.2,1061,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,1,1,0,0,0
269,"Bone Collector, The",1990s,118,48000000,6.2,17766,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
270,Bones,2000s,96,16000000,4.2,1418,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,R,0,0,0,0,0,0,0
271,"Bonfire of the Vanities, The",1990s,125,47000000,5,4151,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,1,0,0,0
272,Bonnie and Clyde,1960s,111,2500000,7.9,12653,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
273,Boogeyman,2000s,89,20000000,4.1,2055,24.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,PG-13,0,0,0,1,0,0,0
274,Boogie Nights,1990s,156,15000000,7.6,27380,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
275,Book of Shadows: Blair Witch 2,2000s,90,15000000,4.2,6532,14.5,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
276,Boomerang,1990s,118,42000000,5.1,3530,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,1,0
277,"Boot, Das",1980s,216,14000000,8.5,28920,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,34.5,R,0,0,0,1,0,0,0
278,Born on the Fourth of July,1980s,145,14000000,7,11480,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
279,"Borrowers, The",1990s,89,29000000,5.6,1457,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0
280,"Bossu, Le",1990s,128,30000000,7.1,668,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
281,Bottle Rocket,1990s,92,7000000,7.4,7286,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,1,0
282,Bounce,2000s,106,35000000,5.8,5390,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,1,0
283,Bound,1990s,109,4500000,7.5,11911,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,0,0,0,1,0
284,Bound by Honor,1990s,190,35000000,7.4,2499,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,1,0,0,1,0,0,0
285,"Bourne Identity, The",2000s,119,75000000,7.3,29871,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,PG-13,1,0,0,1,0,0,0
286,"Bourne Supremacy, The",2000s,108,75000000,7.3,19878,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,1,0,0,1,0,0,0
287,Bowfinger,1990s,97,55000000,6.4,15000,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
288,Bowling for Columbine,2000s,120,4000000,8.5,36747,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,R,0,0,1,1,1,0,0
289,Boys Don't Cry,1990s,118,2000000,7.6,14456,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
290,Boys and Girls,2000s,94,16000000,4.9,3483,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,1,0
291,"Boys from Brazil, The",1970s,123,12000000,6.8,2826,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
292,Boys on the Side,1990s,115,21000000,6.1,2775,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,1,0,0,0
293,Boyz n the Hood,1990s,107,6000000,7.7,10319,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
294,"Brady Bunch Movie, The",1990s,90,12000000,5.6,4636,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
295,"Brain That Wouldn't Die, The",1960s,82,62000,3,953,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
296,Braindead,1990s,97,3000000,7.5,11552,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,1,0,0,1,0
297,Brainstorm,1980s,106,15000000,6.2,1956,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
298,Braveheart,1990s,177,53000000,8.3,92437,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,R,1,0,0,1,0,0,0
299,Brazil,1980s,94,15000000,8,30735,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,1,0,0,0,0
300,Breakdown,1990s,95,36000000,6.7,7099,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,1,0,0,0,0,0,0
301,Breakfast at Tiffany's,1960s,115,2500000,7.7,12246,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,1,0,1,0
302,Breakfast of Champions,1990s,110,12000000,4.2,2250,14.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0
303,Bride & Prejudice,2000s,122,7000000,6.3,1503,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,PG-13,0,0,1,0,0,1,0
304,Bride of Chucky,1990s,89,25000000,5.2,4449,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,1,0,0,0,0
305,Bride of Frankenstein,1930s,75,397000,8.1,4734,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
306,"Bridge Too Far, A",1970s,176,26000000,7,5527,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,1,0,0,1,0,0,0
307,"Bridge on the River Kwai, The",1950s,161,3000000,8.4,22408,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
308,"Bridges of Madison County, The",1990s,135,22000000,6.9,7633,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,1,0
309,Bridget Jones's Diary,2000s,97,26000000,7,24791,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,1,0
310,Bridget Jones: The Edge of Reason,2000s,108,70000000,5.7,6636,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,R,0,0,1,1,0,1,0
311,Brigadoon,1950s,108,2352625,6.8,1286,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,0,0,0,1,0
312,Bring It On,2000s,98,10000000,6.1,11784,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
313,Bring Me the Head of Alfredo Garcia,1970s,112,1500000,7.1,1163,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
314,Bringing Down the House,2000s,105,35000000,5.6,6501,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0
315,Bringing Out the Dead,1990s,121,32000000,6.7,13989,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,R,0,0,0,1,0,0,0
316,Broadway Danny Rose,1980s,84,8000000,7.3,2661,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
317,Broken Arrow,1990s,108,65000000,5.7,14415,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,0,0,0,0,0
318,Broken Blossoms or The Yellow Man and the Girl,1910s,90,88000,7.4,789,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,1,0
319,"Broken Hearts Club: A Romantic Comedy, The",2000s,94,1000000,6.8,1712,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,1,1,0,0,0
320,"Bronx Tale, A",1990s,121,22000000,7.5,9175,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
321,Brother,2000s,114,12000000,7.1,4322,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,0,0,0,0
322,"Brother from Another Planet, The",1980s,106,300000,6.7,1133,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0
323,"Brothers McMullen, The",1990s,98,23800,6.4,2325,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,1,0,0,0
324,"Brown Bunny, The",2000s,119,10000000,5.1,1045,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,,0,0,0,1,0,0,0
325,Brown Sugar,2000s,109,8000000,5.9,941,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,0,1,1,0,1,0
326,Bruce Almighty,2000s,101,81000000,6.4,23905,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0
327,Bubba Ho-tep,2000s,92,1000000,7.5,7142,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,0,0,0,0
328,Bubble Boy,2000s,84,13000000,5.1,2904,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG-13,0,0,1,1,0,1,0
329,Budbringeren,1990s,83,2100000,6.8,732,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
330,Buddy Buddy,1980s,96,10000000,6.2,761,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
